image,status,success,gt_xyxy,pred_center,pred_xyxy,pred_conf,topk,hit_center
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151144.jpg,pred_ok,1,"74.0,476.0,1039.0,2157.0","541.4,1286.3","3.4,310.3,1079.4,2262.4",0.9239,1,"541.4,1286.3"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151147.jpg,pred_ok,1,"48.0,599.0,1035.0,2047.0","599.1,1281.7","118.3,549.1,1080.0,2014.3",0.8926,1,"599.1,1281.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151149.jpg,pred_ok,1,"100.0,635.0,1045.0,1863.0","581.4,1245.3","82.9,580.8,1079.9,1909.8",0.8180,1,"581.4,1245.3"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151153.jpg,pred_ok,1,"38.0,394.0,1078.0,2119.0","542.5,1360.1","6.0,338.2,1079.0,2382.0",0.9209,1,"542.5,1360.1"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151155.jpg,pred_ok,1,"31.0,413.0,1063.0,1945.0","543.0,1144.0","6.1,367.3,1079.9,1920.7",0.9154,1,"543.0,1144.0"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151158.jpg,pred_ok,1,"102.0,601.0,1039.0,1840.0","549.8,1156.1","21.8,461.1,1077.8,1851.0",0.8347,1,"549.8,1156.1"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151201.jpg,pred_ok,1,"44.0,343.0,1059.0,1921.0","542.0,1121.1","5.3,288.1,1078.7,1954.1",0.9209,1,"542.0,1121.1"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151204.jpg,pred_ok,1,"29.0,489.0,1045.0,1955.0","539.9,1193.7","1.2,419.9,1078.6,1967.5",0.8670,1,"539.9,1193.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151206.jpg,pred_ok,1,"108.0,498.0,1060.0,1794.0","543.3,1099.0","8.2,388.6,1078.4,1809.4",0.8875,1,"543.3,1099.0"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151216.jpg,pred_ok,1,"29.0,414.0,1076.0,2062.0","541.3,1326.2","2.6,341.5,1080.0,2310.8",0.9157,1,"541.3,1326.2"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151219.jpg,pred_ok,1,"53.0,613.0,1075.0,2093.0","540.7,1417.7","1.4,467.1,1080.0,2368.4",0.9090,1,"540.7,1417.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151221.jpg,pred_ok,1,"87.0,664.0,1073.0,1898.0","548.4,1211.1","16.8,489.9,1080.0,1932.4",0.7663,1,"548.4,1211.1"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151228.jpg,pred_ok,1,"46.0,385.0,1017.0,2138.0","539.8,1336.4","0.0,288.5,1079.5,2384.2",0.9399,1,"539.8,1336.4"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151231.jpg,pred_ok,1,"76.0,423.0,1041.0,1975.0","540.6,1156.4","1.2,370.3,1080.0,1942.5",0.8748,1,"540.6,1156.4"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151233.jpg,pred_ok,1,"102.0,605.0,1016.0,1888.0","555.9,1002.7","33.4,482.0,1078.5,1523.4",0.8157,1,"555.9,1002.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151237.jpg,pred_ok,1,"1.0,351.0,1042.0,2109.0","538.9,1222.9","0.8,277.0,1077.0,2168.8",0.9198,1,"538.9,1222.9"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151239.jpg,pred_ok,1,"28.0,504.0,1063.0,2033.0","540.3,1219.5","2.1,376.8,1078.6,2062.1",0.9084,1,"540.3,1219.5"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_151241.jpg,pred_ok,1,"98.0,511.0,1029.0,1803.0","541.4,1086.7","7.8,382.9,1074.9,1790.4",0.8930,1,"541.4,1086.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155715.jpg,pred_ok,1,"121.0,740.0,976.0,1580.0","517.1,1171.6","54.4,773.7,979.8,1569.4",0.0533,1,"517.1,1171.6"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155717.jpg,pred_ok,1,"76.0,673.0,945.0,1638.0","540.1,1163.0","23.2,699.4,1056.9,1626.6",0.5669,1,"540.1,1163.0"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155722.jpg,pred_ok,1,"1.0,544.0,1073.0,1737.0","540.3,1160.0","5.9,573.3,1074.7,1746.8",0.8686,1,"540.3,1160.0"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155723.jpg,pred_ok,1,"59.0,726.0,1028.0,1671.0","539.9,1193.1","23.7,703.4,1056.1,1682.7",0.6319,1,"539.9,1193.1"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155725.jpg,no_pred,0,"88.0,828.0,942.0,1823.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155726.jpg,no_pred,0,"59.0,689.0,921.0,1617.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155727.jpg,no_pred,0,"16.0,568.0,944.0,1508.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155728.jpg,no_pred,0,"46.0,475.0,940.0,1472.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155730.jpg,no_pred,0,"48.0,588.0,974.0,1677.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155735.jpg,pred_ok,1,"76.0,786.0,990.0,1635.0","514.0,1220.4","2.2,778.9,1025.8,1661.9",0.1282,1,"514.0,1220.4"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155737.jpg,pred_ok,1,"21.0,534.0,998.0,1642.0","519.9,1081.8","0.2,580.2,1039.6,1583.5",0.3189,1,"519.9,1081.8"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155738.jpg,pred_ok,1,"54.0,588.0,953.0,1566.0","476.1,1071.7","0.2,576.0,952.0,1567.4",0.0688,1,"476.1,1071.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155739.jpg,no_pred,0,"42.0,574.0,999.0,1500.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155740.jpg,no_pred,0,"101.0,686.0,904.0,1495.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155753.jpg,no_pred,0,"84.0,517.0,964.0,1422.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155756.jpg,pred_ok,1,"78.0,552.0,993.0,1459.0","958.7,727.0","837.7,367.0,1079.8,1087.0",0.0589,1,"958.7,727.0"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155757.jpg,no_pred,0,"116.0,677.0,943.0,1511.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155758.jpg,no_pred,0,"28.0,649.0,902.0,1489.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155759.jpg,no_pred,0,"70.0,463.0,981.0,1458.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155800.jpg,no_pred,0,"45.0,457.0,963.0,1360.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155802.jpg,no_pred,0,"6.0,661.0,905.0,1509.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155805.jpg,no_pred,0,"78.0,559.0,884.0,1359.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155807.jpg,no_pred,0,"107.0,648.0,975.0,1483.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155810.jpg,pred_ok,1,"64.0,609.0,1062.0,1686.0","551.0,1102.0","22.1,545.6,1079.9,1658.3",0.1806,1,"551.0,1102.0"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155900.jpg,no_pred,0,"80.0,589.0,876.0,1643.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155902.jpg,no_pred,0,"122.0,642.0,975.0,1819.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155903.jpg,no_pred,0,"92.0,617.0,937.0,1796.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155904.jpg,no_pred,0,"67.0,711.0,967.0,1855.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155905.jpg,no_pred,0,"115.0,595.0,926.0,1755.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155906.jpg,no_pred,0,"139.0,653.0,902.0,1763.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155908.jpg,no_pred,0,"122.0,724.0,868.0,1794.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155918.jpg,pred_ok,1,"156.0,797.0,815.0,1725.0","426.5,1335.7","150.6,1074.7,702.4,1596.6",0.0738,1,"426.5,1335.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155919.jpg,pred_ok,1,"147.0,728.0,919.0,1779.0","511.1,1191.3","268.7,792.6,753.4,1590.0",0.1006,1,"511.1,1191.3"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155920.jpg,pred_ok,1,"53.0,706.0,897.0,1582.0","414.7,1226.8","164.4,1001.8,665.0,1451.9",0.4945,1,"414.7,1226.8"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155921.jpg,pred_ok,1,"82.0,784.0,831.0,1550.0","413.5,1224.7","166.9,996.4,660.2,1452.9",0.0844,1,"413.5,1224.7"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155923.jpg,pred_ok,1,"199.0,864.0,864.0,1701.0","537.0,1360.2","340.5,1156.6,733.6,1563.7",0.3708,1,"537.0,1360.2"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155924.jpg,pred_ok,1,"134.0,755.0,888.0,1597.0","475.2,1285.8","282.0,1074.3,668.3,1497.3",0.1092,1,"475.2,1285.8"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155925.jpg,pred_ok,1,"93.0,679.0,775.0,1382.0","397.6,1083.8","189.1,897.6,606.1,1270.0",0.3133,1,"397.6,1083.8"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155926.jpg,pred_ok,0,"122.0,812.0,768.0,1458.0","544.9,2279.2","454.5,2178.8,635.2,2379.5",0.2973,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155933.jpg,pred_ok,1,"174.0,494.0,942.0,1902.0","412.1,1004.2","0.0,205.7,824.2,1802.7",0.1112,1,"412.1,1004.2"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155934.jpg,no_pred,0,"162.0,643.0,981.0,1896.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155936.jpg,pred_ok,1,"101.0,621.0,881.0,1854.0","446.5,1151.2","0.2,479.4,892.8,1823.0",0.0658,1,"446.5,1151.2"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155938.jpg,no_pred,0,"133.0,572.0,812.0,1706.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155940.jpg,pred_ok,1,"232.0,642.0,805.0,1668.0","377.7,924.2","0.3,263.6,755.1,1584.8",0.1932,1,"377.7,924.2"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155942.jpg,no_pred,0,"71.0,601.0,765.0,1717.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155944.jpg,no_pred,0,"115.0,549.0,836.0,1548.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155946.jpg,pred_ok,1,"193.0,629.0,812.0,1440.0","407.6,1226.8","0.6,223.3,814.7,2230.3",0.0557,1,"407.6,1226.8"
/home/xy3371/Yolo/datasets/myar/images/Screenshot_2023-10-26_155947.jpg,no_pred,0,"159.0,748.0,825.0,1548.0",NA,NA,NA,1,NA
/home/xy3371/Yolo/datasets/myar/images/studyroom_low_medium_indoor_20240502_232829_sample_6_t04.866s_01.jpg,pred_ok,1,"297.0,928.0,905.0,1117.0","591.9,1031.1","283.4,899.4,900.5,1162.8",0.9152,1,"591.9,1031.1"
/home/xy3371/Yolo/datasets/myar/images/studyroom_low_medium_indoor_20240502_232829_sample_7_t04.866s_01.jpg,pred_ok,1,"51.0,994.0,668.0,1255.0","348.8,1122.3","2.6,946.8,695.1,1297.8",0.8984,1,"348.8,1122.3"
